dataset_key,dataset_label,model_key,model_label,is_sigma_baseline,higher_better,display_unit,seed,metric_raw,metric_display,wandb_group,wandb_run_id,wandb_run_name
mnist,MNIST,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,3,0.9853,98.53,paper_T5_mnist_SiGMA_ungated,sm7g1ngt,paper_T5_mnist_SiGMA_ungated_seed3_job35720034_9
mnist,MNIST,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,4,0.9864,98.64,paper_T5_mnist_SiGMA_ungated,fn02ruo9,paper_T5_mnist_SiGMA_ungated_seed4_job35773781_10
cifar10,CIFAR10,SiGMA,SiGMA,True,True,accuracy_pct,0,0.7945,79.45,paper_bestmodel_v1_cifar10_ulij45a2,skdtqk7t,cifar10_hybrid_ulij45a2_a8g4_seed0_job25310487_1
cifar10,CIFAR10,SiGMA,SiGMA,True,True,accuracy_pct,1,0.7978,79.78,paper_bestmodel_v1_cifar10_ulij45a2,3tx560wq,cifar10_hybrid_ulij45a2_a8g4_seed1_job25310487_2
cifar10,CIFAR10,SiGMA,SiGMA,True,True,accuracy_pct,2,0.7962,79.62,paper_bestmodel_v1_cifar10_ulij45a2,hep56q27,cifar10_hybrid_ulij45a2_a8g4_seed2_job25310487_3
cifar10,CIFAR10,SiGMA,SiGMA,True,True,accuracy_pct,3,0.7933,79.33,paper_bestmodel_v1_cifar10_ulij45a2,7wm0gq2c,cifar10_hybrid_ulij45a2_a8g4_seed3_job25310487_4
cifar10,CIFAR10,SiGMA,SiGMA,True,True,accuracy_pct,4,0.7946,79.46,paper_bestmodel_v1_cifar10_ulij45a2,61g0yg8m,cifar10_hybrid_ulij45a2_a8g4_seed4_job25310487_5
cifar10,CIFAR10,MP_only,MP-only,False,True,accuracy_pct,0,0.7551,75.51,paper_T5_cifar10_MP_only,ox741d2i,paper_T5_cifar10_MP_only_seed0_job36912369_1_gapfill
cifar10,CIFAR10,MP_only,MP-only,False,True,accuracy_pct,1,0.7547,75.47,paper_T5_cifar10_MP_only,kp72jdvf,paper_T5_cifar10_MP_only_seed1_job36912369_2_gapfill
cifar10,CIFAR10,MP_only,MP-only,False,True,accuracy_pct,2,0.7564,75.64,paper_T5_cifar10_MP_only,6ogmrzb0,paper_T5_cifar10_MP_only_seed2_job36912369_3_gapfill
cifar10,CIFAR10,MP_only,MP-only,False,True,accuracy_pct,3,0.7544,75.44,paper_T5_cifar10_MP_only,wqpfwv1e,paper_T5_cifar10_MP_only_seed3_job36912369_4_gapfill
cifar10,CIFAR10,MP_only,MP-only,False,True,accuracy_pct,4,0.7633,76.33,paper_T5_cifar10_MP_only,iu9x5z9a,paper_T5_cifar10_MP_only_seed4_job36912369_5_gapfill
cifar10,CIFAR10,Attn_only,Attention-only,False,True,accuracy_pct,0,0.5955,59.550000000000004,paper_T5_cifar10_Attn_only,vb1y7vdj,paper_T5_cifar10_Attn_only_seed0_job35720034_41
cifar10,CIFAR10,Attn_only,Attention-only,False,True,accuracy_pct,1,0.6076,60.760000000000005,paper_T5_cifar10_Attn_only,nc57cgot,paper_T5_cifar10_Attn_only_seed1_job35720034_42
cifar10,CIFAR10,Attn_only,Attention-only,False,True,accuracy_pct,2,0.6202,62.019999999999996,paper_T5_cifar10_Attn_only,581apgkl,paper_T5_cifar10_Attn_only_seed2_job35720034_43
cifar10,CIFAR10,Attn_only,Attention-only,False,True,accuracy_pct,3,0.6155,61.550000000000004,paper_T5_cifar10_Attn_only,g81wcowv,paper_T5_cifar10_Attn_only_seed3_job35720034_44
cifar10,CIFAR10,Attn_only,Attention-only,False,True,accuracy_pct,4,0.6155,61.550000000000004,paper_T5_cifar10_Attn_only,2v5s19vm,paper_T5_cifar10_Attn_only_seed4_job35720034_45
cifar10,CIFAR10,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,0,0.797,79.7,paper_T5_cifar10_SiGMA_attn_gate,f8cb6ayp,paper_T5_cifar10_SiGMA_attn_gate_seed0_job35720034_36
cifar10,CIFAR10,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,1,0.8002,80.02,paper_T5_cifar10_SiGMA_attn_gate,849ao8un,paper_T5_cifar10_SiGMA_attn_gate_seed1_job35720034_37
cifar10,CIFAR10,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,2,0.7913,79.13,paper_T5_cifar10_SiGMA_attn_gate,2lc9a4s3,paper_T5_cifar10_SiGMA_attn_gate_seed2_job35720034_38
cifar10,CIFAR10,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,3,0.7931,79.31,paper_T5_cifar10_SiGMA_attn_gate,ozol9yji,paper_T5_cifar10_SiGMA_attn_gate_seed3_job35720034_39
cifar10,CIFAR10,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,4,0.7944,79.44,paper_T5_cifar10_SiGMA_attn_gate,clzp0erw,paper_T5_cifar10_SiGMA_attn_gate_seed4_job35720034_40
cifar10,CIFAR10,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,0,0.7969,79.69000000000001,paper_T5_cifar10_SiGMA_ungated_attn,6z32lydj,paper_T5_cifar10_SiGMA_ungated_attn_seed0_job36605829_26
cifar10,CIFAR10,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,1,0.7923,79.23,paper_T5_cifar10_SiGMA_ungated_attn,fxc1uyku,paper_T5_cifar10_SiGMA_ungated_attn_seed1_job36605829_27
cifar10,CIFAR10,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,2,0.798,79.80000000000001,paper_T5_cifar10_SiGMA_ungated_attn,90s6romu,paper_T5_cifar10_SiGMA_ungated_attn_seed2_job36605829_28
cifar10,CIFAR10,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,3,0.799,79.9,paper_T5_cifar10_SiGMA_ungated_attn,hop2iind,paper_T5_cifar10_SiGMA_ungated_attn_seed3_job36605829_29
cifar10,CIFAR10,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,4,0.8015,80.15,paper_T5_cifar10_SiGMA_ungated_attn,xqjh7at1,paper_T5_cifar10_SiGMA_ungated_attn_seed4_job36605829_30
cifar10,CIFAR10,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,0,0.7984,79.84,paper_T5_cifar10_SiGMA_ungated,681w5f5y,paper_T5_cifar10_SiGMA_ungated_seed0_job35720034_31
cifar10,CIFAR10,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,1,0.8053,80.53,paper_T5_cifar10_SiGMA_ungated,h3mc4uer,paper_T5_cifar10_SiGMA_ungated_seed1_job35720034_32
cifar10,CIFAR10,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,2,0.8031,80.31,paper_T5_cifar10_SiGMA_ungated,fkbv8fe0,paper_T5_cifar10_SiGMA_ungated_seed2_job35720034_33
cifar10,CIFAR10,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,3,0.799,79.9,paper_T5_cifar10_SiGMA_ungated,zwf8wtxa,paper_T5_cifar10_SiGMA_ungated_seed3_job35720034_34
cifar10,CIFAR10,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,4,0.8011,80.11,paper_T5_cifar10_SiGMA_ungated,1mae111v,paper_T5_cifar10_SiGMA_ungated_seed4_job35720034_35
pattern,PATTERN,SiGMA,SiGMA,True,True,accuracy_pct,5,0.87185,87.185,paper_sigma_grit_attn_pattern_vn4,w8u40h6j,sigma_grit_attn_pattern_vn4_seed5_job34096507_11
pattern,PATTERN,SiGMA,SiGMA,True,True,accuracy_pct,6,0.87315,87.315,paper_sigma_grit_attn_pattern_vn4,u56vrk0i,sigma_grit_attn_pattern_vn4_seed6_job34096507_12
pattern,PATTERN,SiGMA,SiGMA,True,True,accuracy_pct,7,0.87658,87.658,paper_sigma_grit_attn_pattern_vn4,8s7ia7ya,sigma_grit_attn_pattern_vn4_seed7_job34096507_13
pattern,PATTERN,SiGMA,SiGMA,True,True,accuracy_pct,8,0.87531,87.531,paper_sigma_grit_attn_pattern_vn4,cjjfcpsc,sigma_grit_attn_pattern_vn4_seed8_job34096507_14
pattern,PATTERN,SiGMA,SiGMA,True,True,accuracy_pct,9,0.87285,87.285,paper_sigma_grit_attn_pattern_vn4,ouyfav9q,sigma_grit_attn_pattern_vn4_seed9_job34096507_15
pattern,PATTERN,MP_only,MP-only,False,True,accuracy_pct,5,0.87174,87.17399999999999,paper_T5_pattern_gritvn4_MP_only,3bnk7l5l,paper_T5_pattern_gritvn4_MP_only_seed5_job36912370_21
pattern,PATTERN,MP_only,MP-only,False,True,accuracy_pct,6,0.87108,87.10799999999999,paper_T5_pattern_gritvn4_MP_only,8ei1hygb,paper_T5_pattern_gritvn4_MP_only_seed6_job36912370_22
pattern,PATTERN,MP_only,MP-only,False,True,accuracy_pct,7,0.87182,87.182,paper_T5_pattern_gritvn4_MP_only,kyy7qu2j,paper_T5_pattern_gritvn4_MP_only_seed7_job36912370_23
pattern,PATTERN,MP_only,MP-only,False,True,accuracy_pct,8,0.87168,87.168,paper_T5_pattern_gritvn4_MP_only,cygznafk,paper_T5_pattern_gritvn4_MP_only_seed8_job36912370_24
pattern,PATTERN,MP_only,MP-only,False,True,accuracy_pct,9,0.87052,87.05199999999999,paper_T5_pattern_gritvn4_MP_only,1jqf0afg,paper_T5_pattern_gritvn4_MP_only_seed9_job36912370_25
pattern,PATTERN,Attn_only,Attention-only,False,True,accuracy_pct,5,0.87416,87.41600000000001,paper_T5_pattern_gritvn4_Attn_only,jww8std1,paper_T5_pattern_gritvn4_Attn_only_seed5_job36912370_16
pattern,PATTERN,Attn_only,Attention-only,False,True,accuracy_pct,6,0.87115,87.115,paper_T5_pattern_gritvn4_Attn_only,cbug93gw,paper_T5_pattern_gritvn4_Attn_only_seed6_job36912370_17
pattern,PATTERN,Attn_only,Attention-only,False,True,accuracy_pct,7,0.87271,87.271,paper_T5_pattern_gritvn4_Attn_only,vgxjtlbf,paper_T5_pattern_gritvn4_Attn_only_seed7_job36912370_18
pattern,PATTERN,Attn_only,Attention-only,False,True,accuracy_pct,8,0.87508,87.508,paper_T5_pattern_gritvn4_Attn_only,ps529k95,paper_T5_pattern_gritvn4_Attn_only_seed8_job36912370_19
pattern,PATTERN,Attn_only,Attention-only,False,True,accuracy_pct,9,0.87156,87.156,paper_T5_pattern_gritvn4_Attn_only,r9dnig99,paper_T5_pattern_gritvn4_Attn_only_seed9_job36912370_20
pattern,PATTERN,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,5,0.87385,87.385,paper_T5_pattern_gritvn4_SiGMA_attn_gate,rhh1kv1k,paper_T5_pattern_gritvn4_SiGMA_attn_gate_seed5_job36912370_6
pattern,PATTERN,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,6,0.87292,87.292,paper_T5_pattern_gritvn4_SiGMA_attn_gate,u7h237oe,paper_T5_pattern_gritvn4_SiGMA_attn_gate_seed6_job36912370_7
pattern,PATTERN,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,7,0.87546,87.546,paper_T5_pattern_gritvn4_SiGMA_attn_gate,8q0ybojv,paper_T5_pattern_gritvn4_SiGMA_attn_gate_seed7_job36912370_8
pattern,PATTERN,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,8,0.87566,87.566,paper_T5_pattern_gritvn4_SiGMA_attn_gate,x5ysheot,paper_T5_pattern_gritvn4_SiGMA_attn_gate_seed8_job36912370_9
pattern,PATTERN,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,9,0.8723,87.22999999999999,paper_T5_pattern_gritvn4_SiGMA_attn_gate,1hn8k9v9,paper_T5_pattern_gritvn4_SiGMA_attn_gate_seed9_job36912370_10
pattern,PATTERN,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,5,0.8758,87.58,paper_T5_pattern_gritvn4_SiGMA_ungated_attn,fmavzy6n,paper_T5_pattern_gritvn4_SiGMA_ungated_attn_seed5_job36912370_11
pattern,PATTERN,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,6,0.8729,87.29,paper_T5_pattern_gritvn4_SiGMA_ungated_attn,2nd95dbr,paper_T5_pattern_gritvn4_SiGMA_ungated_attn_seed6_job36912370_12
pattern,PATTERN,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,7,0.87155,87.155,paper_T5_pattern_gritvn4_SiGMA_ungated_attn,t3wpp9l1,paper_T5_pattern_gritvn4_SiGMA_ungated_attn_seed7_job36912370_13
pattern,PATTERN,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,8,0.87513,87.51299999999999,paper_T5_pattern_gritvn4_SiGMA_ungated_attn,2j7g0cr9,paper_T5_pattern_gritvn4_SiGMA_ungated_attn_seed8_job36912370_14
pattern,PATTERN,SiGMA_ungated_attn,"SiGMA, ung. att.",False,True,accuracy_pct,9,0.87112,87.112,paper_T5_pattern_gritvn4_SiGMA_ungated_attn,290imxfc,paper_T5_pattern_gritvn4_SiGMA_ungated_attn_seed9_job36912370_15
pattern,PATTERN,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,5,0.87403,87.40299999999999,paper_T5_pattern_gritvn4_SiGMA_ungated,qq09dgqb,paper_T5_pattern_gritvn4_SiGMA_ungated_seed5_job36912370_1
pattern,PATTERN,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,6,0.87623,87.62299999999999,paper_T5_pattern_gritvn4_SiGMA_ungated,nlztk2t4,paper_T5_pattern_gritvn4_SiGMA_ungated_seed6_job36912370_2
pattern,PATTERN,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,7,0.87284,87.28399999999999,paper_T5_pattern_gritvn4_SiGMA_ungated,0190h5s2,paper_T5_pattern_gritvn4_SiGMA_ungated_seed7_job36912370_3
pattern,PATTERN,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,8,0.87366,87.366,paper_T5_pattern_gritvn4_SiGMA_ungated,0skkdr74,paper_T5_pattern_gritvn4_SiGMA_ungated_seed8_job36912370_4
pattern,PATTERN,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,9,0.87428,87.428,paper_T5_pattern_gritvn4_SiGMA_ungated,178vvpdd,paper_T5_pattern_gritvn4_SiGMA_ungated_seed9_job36912370_5
cluster,CLUSTER,SiGMA,SiGMA,True,True,accuracy_pct,0,0.78973,78.973,paper_bestmodel_v1_cluster_ht9bntg2,qdkezojh,cluster_hybrid_ht9bntg2_a1g1_seed0_job25389326_1
cluster,CLUSTER,SiGMA,SiGMA,True,True,accuracy_pct,1,0.78843,78.84299999999999,paper_bestmodel_v1_cluster_ht9bntg2,8bx9c5m2,cluster_hybrid_ht9bntg2_a1g1_seed1_job25389326_2
cluster,CLUSTER,SiGMA,SiGMA,True,True,accuracy_pct,2,0.79092,79.092,paper_bestmodel_v1_cluster_ht9bntg2,f6k8rjip,cluster_hybrid_ht9bntg2_a1g1_seed2_job25389326_3
cluster,CLUSTER,SiGMA,SiGMA,True,True,accuracy_pct,3,0.79031,79.03099999999999,paper_bestmodel_v1_cluster_ht9bntg2,vkno6rq8,cluster_hybrid_ht9bntg2_a1g1_seed3_job25389326_4
cluster,CLUSTER,SiGMA,SiGMA,True,True,accuracy_pct,4,0.78843,78.84299999999999,paper_bestmodel_v1_cluster_ht9bntg2,6ipfj6sf,cluster_hybrid_ht9bntg2_a1g1_seed4_job25389326_5
cluster,CLUSTER,MP_only,MP-only,False,True,accuracy_pct,0,0.78869,78.869,paper_T5_cluster_MP_only,os7w4lea,paper_T5_cluster_MP_only_seed0_job36912373_21
cluster,CLUSTER,MP_only,MP-only,False,True,accuracy_pct,1,0.79267,79.267,paper_T5_cluster_MP_only,2kyolakt,paper_T5_cluster_MP_only_seed1_job36912373_22
cluster,CLUSTER,MP_only,MP-only,False,True,accuracy_pct,2,0.79187,79.187,paper_T5_cluster_MP_only,d71j36ww,paper_T5_cluster_MP_only_seed2_job36912373_23
cluster,CLUSTER,MP_only,MP-only,False,True,accuracy_pct,3,0.79121,79.121,paper_T5_cluster_MP_only,gbiolnk6,paper_T5_cluster_MP_only_seed3_job36912373_24
cluster,CLUSTER,MP_only,MP-only,False,True,accuracy_pct,4,0.78993,78.993,paper_T5_cluster_MP_only,jfnj8msx,paper_T5_cluster_MP_only_seed4_job36912373_25
cluster,CLUSTER,Attn_only,Attention-only,False,True,accuracy_pct,0,0.31486,31.485999999999997,paper_T5_cluster_Attn_only,91vsbpqh,paper_T5_cluster_Attn_only_seed0_job36912373_16
cluster,CLUSTER,Attn_only,Attention-only,False,True,accuracy_pct,1,0.31546,31.546000000000003,paper_T5_cluster_Attn_only,3qb3ifjc,paper_T5_cluster_Attn_only_seed1_job36912373_17
cluster,CLUSTER,Attn_only,Attention-only,False,True,accuracy_pct,2,0.31537,31.537,paper_T5_cluster_Attn_only,2lw1oybn,paper_T5_cluster_Attn_only_seed2_job36912373_18
cluster,CLUSTER,Attn_only,Attention-only,False,True,accuracy_pct,3,0.31567,31.567,paper_T5_cluster_Attn_only,nj9v1wa5,paper_T5_cluster_Attn_only_seed3_job36912373_19
cluster,CLUSTER,Attn_only,Attention-only,False,True,accuracy_pct,4,0.31626,31.625999999999998,paper_T5_cluster_Attn_only,jg25y5zn,paper_T5_cluster_Attn_only_seed4_job36912373_20
cluster,CLUSTER,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,0,0.79122,79.122,paper_T5_cluster_SiGMA_attn_gate,uxnfcthw,paper_T5_cluster_SiGMA_attn_gate_seed0_job36912373_6
cluster,CLUSTER,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,1,0.78842,78.842,paper_T5_cluster_SiGMA_attn_gate,d1imixhg,paper_T5_cluster_SiGMA_attn_gate_seed1_job36912373_7
cluster,CLUSTER,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,2,0.78739,78.739,paper_T5_cluster_SiGMA_attn_gate,ximcx1ff,paper_T5_cluster_SiGMA_attn_gate_seed2_job36912373_8
cluster,CLUSTER,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,3,0.79114,79.11399999999999,paper_T5_cluster_SiGMA_attn_gate,24yshcey,paper_T5_cluster_SiGMA_attn_gate_seed3_job36912373_9
cluster,CLUSTER,SiGMA_attn_gate,"SiGMA, ung. MP",False,True,accuracy_pct,4,0.78818,78.818,paper_T5_cluster_SiGMA_attn_gate,lb148qsx,paper_T5_cluster_SiGMA_attn_gate_seed4_job36912373_10
cluster,CLUSTER,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,0,0.78896,78.896,paper_T5_cluster_SiGMA_ungated,ih9mj2lg,paper_T5_cluster_SiGMA_ungated_seed0_job36912373_1
cluster,CLUSTER,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,1,0.79026,79.026,paper_T5_cluster_SiGMA_ungated,yypjk58f,paper_T5_cluster_SiGMA_ungated_seed1_job36912373_2
cluster,CLUSTER,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,2,0.79221,79.221,paper_T5_cluster_SiGMA_ungated,llk4gpdt,paper_T5_cluster_SiGMA_ungated_seed2_job36912373_3
cluster,CLUSTER,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,3,0.79101,79.101,paper_T5_cluster_SiGMA_ungated,3afk3j5g,paper_T5_cluster_SiGMA_ungated_seed3_job36912373_4
cluster,CLUSTER,SiGMA_ungated,"SiGMA, ungated",False,True,accuracy_pct,4,0.79071,79.071,paper_T5_cluster_SiGMA_ungated,sbnyrh2t,paper_T5_cluster_SiGMA_ungated_seed4_job36912373_5
